Opponent hand: 'A', Index: '1', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1214', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1215', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '1216', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '1217', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1218', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1219', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1220', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1221', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1222', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1223', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1224', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1225', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1226', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1227', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1228', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1229', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1230', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1231', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1232', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1233', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1234', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1235', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '1236', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '1237', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '1238', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'B', Index: '1239', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '1240', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1241', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '1242', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '1243', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1244', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1245', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1246', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1247', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1248', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1249', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1250', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1251', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1252', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1253', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1254', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1255', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1256', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1257', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '1258', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '1259', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '1260', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '1261', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1262', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '1263', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '1264', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1265', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1266', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1267', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1268', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1269', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1270', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '1271', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '1272', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1273', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1274', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1275', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1276', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1277', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1278', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1279', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1280', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1281', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1282', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '1283', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'B', Index: '1284', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '1285', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '1286', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '1287', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1288', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1289', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '1290', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '1291', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1292', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1293', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1294', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1295', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1296', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1297', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1298', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '1299', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '1300', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1301', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1302', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1303', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1304', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1305', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1306', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1307', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '1308', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '1309', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '1310', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '1311', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1312', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1313', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1314', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1315', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1316', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1317', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '1318', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '1319', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '1320', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '1321', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1322', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1323', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1324', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1325', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1326', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1327', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1328', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1329', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1330', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1331', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '1332', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'B', Index: '1333', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '1334', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1335', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '1336', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '1337', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1338', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1339', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1340', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1341', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '1342', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '1343', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1344', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1345', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1346', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1347', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '1348', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '1349', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1350', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1351', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1352', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '1353', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '1354', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '1355', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '1356', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '1357', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '1358', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1359', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1360', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1361', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1362', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1363', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1364', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1365', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1366', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1367', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1368', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1369', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1370', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1371', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1372', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1373', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1374', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1375', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1376', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1377', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1378', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1379', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1380', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1381', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1382', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '1383', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '1384', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1385', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1386', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1387', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1388', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1389', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1390', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1391', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1392', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '1393', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '1394', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1395', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1396', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1397', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1398', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1399', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1400', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1401', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '1402', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '1403', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1404', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1405', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1406', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1407', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1408', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '1409', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'B', Index: '1410', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '1411', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1412', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1413', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1414', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1415', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1416', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1417', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1418', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1419', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1420', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '1421', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '1422', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1423', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1424', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1425', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1426', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1427', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1428', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1429', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1430', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1431', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1432', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '1433', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '1434', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '1435', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '1436', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1437', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1438', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1439', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1440', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1441', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1442', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1443', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1444', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1445', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1446', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1447', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '1448', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'A', Index: '1449', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1450', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1451', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1452', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1453', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '1454', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '1455', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1456', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1457', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1458', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1459', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1460', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1461', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1462', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1463', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1464', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1465', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1466', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '1467', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '1468', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1469', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1470', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1471', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1472', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1473', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '1474', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '1475', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1476', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1477', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1478', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1479', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1480', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '1481', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'A', Index: '1482', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1483', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1484', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '1485', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '1486', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1487', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1488', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '1489', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '1490', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '1491', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '1492', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1493', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1494', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '1495', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '1496', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1497', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1498', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1499', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1500', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1501', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1502', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1503', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1504', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '1505', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '1506', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1507', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1508', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1509', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1510', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1511', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1512', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1513', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1514', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1515', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1516', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1517', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1518', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1519', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '1520', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '1521', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1522', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1523', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1524', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '1525', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '1526', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '1527', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '1528', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '1529', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'B', Index: '1530', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '1531', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1532', Outcome: 'loss', My hand score: '3', Total score: '3'
